NAME,BRAND,UOM,CATEGORY,SUB CATEGORY,TAX CODE,QTY SOLD,NO. OF BILLS,TAXABLE AMOUNT,REVENUE,MRP,SP/WP/SPLP/OP,CP
Cow Milk & Sandal Wood 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,82.9,97.83,100,97.83,71
Shampoo 200ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,1,1,116.06,136.96,140,136.96,97.94
"Cast Iron Kadai 10""",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,1310.17,1467.39,1600,1467.39,1148
Gingelly Oil 1Lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,493.98,518.68,520,518.68,365
Pure&Sure Cardamon Whole 50g,Pure&Sure,1 pc,Miscellaneous,Miscellaneous,5,1,1,360.99,379.04,380,379.04,284.99
Red Chilli Pickle 500g,Prakruthivanam,1 btl,Miscellaneous,Miscellaneous,12,1,1,258.27,289.26,290,289.26,218
White Gingelly Oil - 1ltr,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,5,2,1,1101.96,1157.06,580,578.53,405
Castor Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,1,1,76,79.8,80,79.8,64
Puro Salt 1kg,Sri venkateswara Enterprises,1 pkt,Salt- Sugar & Jaggery,Miscellaneous,0,1,1,109.72,109.72,110,109.72,87.5
Bamboo Tooth Brush,The Kind Earth,1 pc,Miscellaneous,Miscellaneous,18,1,1,59.17,69.82,70,69.82,35.4
Mustard 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,47.5,49.87,50,49.87,34.65
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,1,778.97,817.92,410,408.96,309
Jeera 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,2,1,227.99,239.39,120,119.7,105
Samalu (Little) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,2,1,303.99,319.19,160,159.59,123
Kitchen Cleaner 500ml,Herbal Strategi,1 ltr,Household,Kitchen Cleaner,18,1,1,109.89,129.67,130,129.67,104.01
Coconut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,512.98,538.63,540,538.63,430
Fried Channa Dal 250g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,47.5,49.87,50,49.87,38
Bamboo Tongue Cleaners,The Kind Earth,1 pc,Household Care,Household Cleaner,5,1,1,38,39.9,40,39.9,26.25
Udarlu (Barnyard) 1kg,Prakruthivanam,1 pc,Millet,Millet,5,2,1,398.99,418.93,210,209.47,168
MittiSe Rose Water 30ml,MittiSe,1 ltr,Miscellaneous,Miscellaneous,18,1,1,152.16,179.54,180,179.54,126
Phenyl 1lt,Prakruthivanam,1 pc,Household,Home Linen,18,1,1,54.95,64.84,65,64.84,47.2
Gongura Pickle 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,12,1,1,249.37,279.29,280,279.29,210
Amla Pickle 300g,Prakruthivanam,1 pkt,PICKLES,Miscellaneous,12,1,1,151.4,169.57,170,169.57,128
Go Desi Kaccha Aam 5rs,GO DESI,1 box,Miscellaneous,Miscellaneous,5,2,1,8.4,8.82,5,4.41,4
Nature Drop Dish Wash 500ml,Herbal Strategi,1 ltr,Household,Dishwash,18,1,1,119.64,141.18,160,141.18,127.99
Mosrelief,Herbal Strategi,1 pc,Household,Mosquito Repelent,18,2,1,127.12,150,85,75,68
Water Filter ,Water Filter,1 pc,Water,Water,18,85,82,720338.98,850000,10000,10000,7800
Clay Water Jug Small,Clay Pots,1 ltr,Household,Cookware,0,9,10,1350,1350,165,150,0
Andhra Palta,Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,123.63,138.46,150,138.46,68.32
Sabja Seeds 100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,1,1,52.75,55.38,60,55.38,42
Mango Powder - 100g ,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,5,1,1,52.75,55.38,60,55.38,42
Horse Gram Dal 500g,Prakruthivanam,1 pc,Custom,Custom,5,1,1,48.35,50.77,55,50.77,44.1
Water Filter 8000,Water Filter ,1 pc,Water,Water,18,4,6,0,0,8000,0,6400
Coconut Oil 200ml ,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,5,1,1,131.69,138.27,140,138.27,112
Jaggery 500g,Prakruthivanam,1 pc,Grocery & Staples,"Salt, Sugar & Jaggery",0,1,1,59.26,59.26,60,59.26,45
Natural Henna Powder 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,18,1,1,75.33,88.89,90,88.89,59
Cow Milk & Sandal Wood 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,83.7,98.77,100,98.77,71
Go Desi Imlipop 5rs,GO DESI,1 grm,Snacks,Home Made,5,10,1,28.57,30,5,3,4
Ashwaganda Powder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,76.19,80,90,80,59
Neem & Tulsi Soap100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,5,1,324.15,382.5,90,76.5,63
Methi Powder 350rps,Radico,1 pc,Miscellaneous,Miscellaneous,18,4,4,1186.44,1400,350,350,268.45
Navara Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,196,95,24266.67,25480,130,130,104
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,47,36,18352.38,19270,410,410,305
Ragulu 500g,Prakruthivanam,1 pkt,MILLETS,Miscellaneous,5,2,1,54.29,57,30,28.5,23.1
Jowar(jonnalu)flour-1kg-pvs,Prakruthivanam,1 kg,Grocery & Staples,Flours & Staples,5,8,4,434.29,456,60,57,48.3
Palm Jaggery (Small Cubes) 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,1,1,218.5,218.5,230,218.5,195
Bajra 1Kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,45.24,47.5,50,47.5,37.8
Jonnalu 1kg,Prakruthivanam,1 pc,Seeds And Grains,Grains,5,1,1,47.45,49.82,50,49.82,39.9
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,1,778.13,817.04,410,408.52,309
Single Polished Rice 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,2,1,170.81,179.35,90,89.68,75
Sabja Seeds 100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,1,1,56.94,59.78,60,59.78,42
Red Gram Split 500g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,1,1,80.66,84.69,85,84.69,64
Pacha Jonnalu 1kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,94.89,99.64,100,99.64,80
Wheat Flour 1kg,Prakruthivanam,1 pc,Grocery & Staples,Flours & Staples,5,1,1,85.4,89.68,90,89.68,72.45
Jonna Ravva 500g,Prakruthivanam,500 kg,ORGANIC PRODUCTS,Millet Ravva,5,1,1,38.57,40.5,45,40.5,33.6
Bajra Flour 1kg,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,1,1,51.43,54,60,54,45.15
Organic Ragi Porridge 200g,Pure&Sure,1 grm,Custom,Custom,18,2,2,118.64,140,70,70,52.5
Curry Leafpowder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,71.11,74.67,80,74.67,56
Mittise Antihairfall Oil 100ml,MittiSe,1 ltr,Custom,Custom,18,1,1,245.2,289.33,310,289.33,217
Nalla Karam (Guntur Karam) 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,53.33,56,60,56,42
Musquito Body Spray 100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,18,23,19,3898.31,4600,200,200,160
Small Ladles,The Kind Earth,1 mtr,Household Supplies,Kitchen Essentials,5,11,9,576.19,605,55,55,36.75
Honey Farm Collection 500g,Prakruthivanam,1 pc,Branded Foods,Honey,5,60,60,12000,12600,210,210,147
Jeera 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,524,407,24952.38,26200,50,50,38
Honey Farm Collection 500g,Prakruthivanam,1 pc,Branded Foods,Honey,5,4,4,800,840,210,210,154
Wheat 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,30,3,0,0,70,0,55.65
 Red Rice 1kg,Prakruthivanam,1 pc,Grains,Rice,5,5,5,0,0,90,0,70.35
Sambhava Wheat Rawa 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,102.86,108,120,108,96
Cowpea Dal 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,7,3,1200,1260,180,180,134
"Cast Iron Dosa Tawa 11"" ",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,892.86,1000,1100,1000,772.8
Water Filter ,Water Filter,1 pc,Water,Water,18,2,2,16440.68,19400,10000,9700,7800
Kadai With Lid,Clay Pots,1 pc,Household,Cookware,0,1,1,315,315,350,315,110
Mittise Antihairfall Oil 230ml,MittiSe,1 ltr,Miscellaneous,Miscellaneous,18,37,41,18500,21830,590,590,413
Timbaktu Organic Peanut Peda 150g,Timbaktu,1 kg,Custom,Custom,18,4,4,0,0,80,0,58.06
Water Filter 8000,Water Filter ,1 pc,Water,Water,18,2,2,12711.86,15000,8000,7500,6400
Clay Water Jug Big ,Clay Pots,1 ltr,Household,Cookware,0,1,1,150,150,200,150,85
Palm Jaggery Small Cubes 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,228,183,22800,22800,100,100,85
Kadai With Lid,Clay Pots,1 pc,Household,Cookware,0,13,13,4550,4550,350,350,110
Water Filter ,Water Filter,1 pc,Water,Water,18,1,1,5084.75,6000,10000,6000,7800
Palm Jaggery (Small Cubes) 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,131,111,26200,26200,200,200,170
Bamboo Tongue Cleaners,The Kind Earth,1 pc,Household Care,Household Cleaner,5,4,3,138.53,145.45,40,36.36,26.25
White Gingelly Seeds 250g,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,62.81,65.95,70,65.95,55.65
GreenGram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,1,1,161.5,169.58,180,169.58,143.85
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,188.42,197.84,210,197.84,168
Channa Dal 1Kg,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,2,1,287.12,301.47,160,150.74,123
Jonnalu 1kg,Prakruthivanam,1 pc,Seeds And Grains,Grains,5,2,1,89.72,94.21,50,47.11,39.9
Gingelly Oil 1Lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,466.56,489.89,520,489.89,365
Coconut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,1,969.02,1017.47,540,508.73,430
Natural Sugar 1kg,Arogya Rahasya,1 kg,Grocery & Staples,"Salt, Sugar & Jaggery",5,1,1,107.67,113.05,120,113.05,80
Turmeric Powder 250g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,1,1,89.72,94.21,100,94.21,76
Single Polished Rice 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,80.75,84.79,90,84.79,75
Boiled Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,71.78,75.37,80,75.37,64
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,2,1,287.12,301.47,160,150.74,120
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,1,1,358.9,376.84,400,376.84,300
Pacha Jonnalu 1kg,Prakruthivanam,1 pc,Millet,Millet,5,2,1,179.45,188.42,100,94.21,80
Chilli Powder 500g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,340.95,358,190,179,160
Unpolished Rice 1kg,Prakruthivanam,1 pc,Grains,Rice,5,1,1,76.27,80.08,85,80.08,70
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,367.87,386.26,410,386.26,309
Shampoo 200ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,1,1,111.77,131.89,140,131.89,97.94
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Custom,Custom,5,1,1,85.24,89.5,95,89.5,76
Black Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,1,1,143.56,150.74,160,150.74,117
GreenGram Whole 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,125.61,131.89,140,131.89,107
Horse Gram Dal 500g,Prakruthivanam,1 pc,Custom,Custom,5,1,1,49.35,51.82,55,51.82,44.1
Wheat 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,10,1,628.07,659.47,70,65.95,55.65
Fried Channa Dal 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,80.75,84.79,90,84.79,69
Single Polished Rice 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,2,1,151.26,158.82,90,79.41,75
Nuvvulu Laddu 200g,Prakruthivanam,1 pc,Snacks,Home Made,5,2,1,134.45,141.18,80,70.59,55.65
Sprouted Ragi Powder 500g,Prakruthivanam,1 pc,Millet,Millet Flour,5,3,2,188,197.4,70,65.8,49.35
GreenGram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,1,1,161.14,169.2,180,169.2,143.85
Curry Leafpowder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,71.62,75.2,80,75.2,56
Toilet Cleaner 500ml,Herbal Strategi,1 ltr,Household,Cleaning Accessories,18,90,73,9915.25,11700,130,130,103.99
Udarlu Flour 500g,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,87,79,6628.57,6960,80,80,60.9
Wheat Flour 1kg,Prakruthivanam,1 pc,Grocery & Staples,Flours & Staples,5,7,4,0,0,90,0,72.45
Black Gram Split 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,0,0,85,0,62
"Cast Iron Roti Tawa 10""",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,793.08,888.25,935,888.25,627
Cast Iron Pancake,Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,848.21,950,1000,950,717
Pure&Sure Organic Rice Dosa Mix 250g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,18,12,12,864.41,1020,85,85,63.74
Chivda 100g,Prakruthivanam,1 pc,Snacks,Home Made,5,6,1,281.14,295.2,60,49.2,42
Black Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,25,1,3123.81,3280,160,131.2,117
Millet Muruku 100g,Prakruthivanam,1 grm,Snacks,Home Made,5,8,1,374.86,393.6,60,49.2,44.1
Jonna Muruku 100g,Prakruthivanam,1 pc,Snacks,Home Made,5,8,1,374.86,393.6,60,49.2,42
Rice Nippattu 100g,Prakruthivanam,1 grm,Snacks,Home Made,5,8,1,374.86,393.6,60,49.2,42
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,50,1,6247.62,6560,160,131.2,120
Shampoo 200ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,10,1,972.88,1148,140,114.8,97.94
Shampoo 600ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,5,1,1320.34,1558,380,311.6,274.94
Timbaktu Organic Ragi Biscuit 150g,Timbaktu,1 kg,Custom,Custom,18,2,2,103.56,122.2,65,61.1,48.75
Timbaktu Organic Sama Mixture 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,1,1,39.83,47,50,47,37.5
Timbaktu Organic Ragi Vamu Mixture 250g,Timbaktu,1 ltr,Miscellaneous,Miscellaneous,18,1,1,51.78,61.1,65,61.1,48.75
Timbaktu Organic Jonna Biscuit 150g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,4,3,207.12,244.4,65,61.1,47.16
Timbaktu Organic Sadda Biscuit 150g,Timbaktu ,1 kg,Miscellaneous,Miscellaneous,18,3,3,155.34,183.3,65,61.1,47.16
Palm Sugar 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,210,141,27300,27300,130,130,101
Timbaktu Organic Ragi Laddu Mix 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,5,1,1,0,0,50,0,37.5
MultiGrain Atta 1Kg,Prakruthivanam,1 pc,Millet,Millet Flour,5,1,1,104.05,109.25,110,109.25,85.05
Sprouted Ragi Powder 1kg,Prakruthivanam,1 pc,Millet,Millet Flour,5,1,1,113.51,119.18,120,119.18,84
Vetivert  Soap 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.17,99.32,100,99.32,71
Udarlu Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,113.51,119.18,120,119.18,96
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,94.59,99.32,100,99.32,70.35
Pacha Jonna Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,5,1,1,61.48,64.56,65,64.56,50.4
Rose Clear Face Pack 20g,Prakruthivanam,1 grm,Beauty & Grooming,Women Care & Essentials,12,1,1,26.6,29.8,30,29.8,24.64
Neem & Tulsi Soap100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.75,89.39,90,89.39,63
Puro Salt 1kg,Sri venkateswara Enterprises,1 pkt,Salt- Sugar & Jaggery,Miscellaneous,0,2,1,120,120,110,60,87.5
Samalu (Little) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,1,1,149.88,157.38,160,157.38,123
Black Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,196.72,206.56,210,206.56,158
Rajamudi Rice 1kg,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,1,1,79.63,83.61,85,83.61,68
Korralu (Foxtail) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,2,1,224.82,236.07,120,118.03,92.4
Udarlu Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,112.41,118.03,120,118.03,96
Red Rice Poha 250g,Prakruthivanam,1 pkt,Poha,Red Poha,0,1,1,29.51,29.51,30,29.51,23
Castor Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,1,1,65.57,68.85,70,68.85,52.5
Mosquito Room Spray 100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,18,46,40,7796.61,9200,200,200,160
Sandal Incense Sticks,Herbal Strategi,1 kg,Household,Pooja Items,5,1,1,19.05,20,40,20,32
Transport,Travels/courier,1 kg,Miscellaneous,Miscellaneous,0,1,1,60,60,1,60,1750
Navara Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,3,3,334.29,351,130,117,104
Sabja Seeds 100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,1,1,54.05,56.75,60,56.75,42
Red Rice Poha 500g,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,0,1,1,56.75,56.75,60,56.75,45
Coconut Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,252.22,264.84,280,264.84,225
Fabric Wash 2ltr,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,18,1,1,529.03,624.26,660,624.26,528
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,144.13,151.33,160,151.33,120
Jonna Ravva 500g,Prakruthivanam,500 kg,ORGANIC PRODUCTS,Millet Ravva,5,1,1,40.54,42.56,45,42.56,33.6
Herbal Cockroach Repellent 100ml,Herbal Strategi,1 ltr,Household,Utensils & crockery,18,1,1,176.34,208.09,220,208.09,176
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,1,738.66,775.59,410,387.79,309
Millet Muruku 100g,Prakruthivanam,1 grm,Snacks,Home Made,5,1,1,54.05,56.75,60,56.75,44.1
Jaggery 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,2,1,208.09,208.09,110,104.04,85
Varigalu 1Kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,0,0,160,0,122.85
Ragulu 500g,Prakruthivanam,1 pkt,MILLETS,Miscellaneous,5,2,1,47.62,50,30,25,23.1
Pure&Sure Desiccated Coconut Powder 250g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,12,4,1,0,0,162,0,121.5
Pure&Sure Brown Basmati Rice 1kg,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,12,1,0,0,220,0,165
Pure&Sure Desi Cow Ghee 250ml,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,12,1,1,0,0,560,0,420
Red Gram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,19,5,2750.48,2888,160,152,120
Wheat Grass Powder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,135.71,142.5,150,142.5,105
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,2,1,741.9,779,410,389.5,305
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2,2,741.9,779,410,389.5,309
Rock Salt (GRANUALS) 1kg,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,3,2,185.25,185.25,65,61.75,50
Double Handle Dosa Tawa ,Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,10,10,11160.71,12500,1250,1250,873.6
Methi -100 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,7,4,126.67,133,20,19,14.7
Korralu Flour 500g,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,2,2,126.67,133,70,66.5,53.55
 Rock Salt 1kg,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,4,4,228,228,60,57,45
Mustard 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,2,90.48,95,50,47.5,34.65
Jeera 250g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,5,4,542.86,570,120,114,90.3
Dates 250g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,1,1,110.27,123.5,130,123.5,104
Jonna Laddu150g,Prakruthivanam,1 pc,Snacks,Home Made,5,6,3,429.71,451.2,80,75.2,53.55
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,4,3,358.1,376,100,94,70.35
Pure&Sure Organic Chocolate Orange Chinnamon Hazelnut Dark 30g,Pure&Sure,1 pc,Miscellaneous,Miscellaneous,18,1,1,143.39,169.2,180,169.2,134.99
 Clay  Water Bottle Big,Clay Pots,1 ltr,Household,Cookware,0,1,1,200,200,255,200,130
Water Filter ,Water Filter,1 pc,Water,Water,18,3,2,24152.54,28500,10000,9500,7800
"Cast Iron Double Handle Grill Pan 10""",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,0,2,0,0,1000,1000,481.6
Dates 250g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,2,1,223.21,250,130,125,104
"Cast Iron Skillet 12""",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,848.95,950.82,1450,950.82,1098
"Cast Iron Kadai 10""",Cast Iron,1 pc,Miscellaneous,Miscellaneous,12,1,1,936.77,1049.18,1600,1049.18,1148
Red Gram Split 500g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,1,1,56.67,59.5,85,59.5,64
Vazra Kanthi Tooth Powder 100g,Dathu Naturals,1 kg,Personal Care,Tooth Paste,0,1,1,127.5,127.5,150,127.5,75
Mittise Antihairfall Oil 230ml,MittiSe,1 ltr,Custom,Custom,18,1,1,425,501.5,590,501.5,413
Dantha Manjan Tooth Powder 50g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,12,1,1,45.54,51,60,51,54
Coconut Oil 200ml ,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,5,1,1,113.33,119,140,119,112
Navara Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,105.24,110.5,130,110.5,104
Black Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,170,178.5,210,178.5,158
Bamboo Tongue Cleaners,The Kind Earth,1 pc,Household Care,Household Cleaner,5,4,1,123.81,130,40,32.5,26.25
Size 4 Clay Cookwear,Clay Pots,1 pc,Household,Cookware,0,4,2,480,480,150,120,80
Cow Milk & Sandal Wood - 100gms -pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,12,3,0,0,100,0,70.8
Vetivert  Soap 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,2,2,0,0,100,0,70.8
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,199,208.96,210,208.96,168
Groundnut Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,199,208.96,210,208.96,158
Neem & Aloevera Soap 100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.89,89.55,90,89.55,60.99
Mustard 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,18.95,19.9,20,19.9,13.65
Surabhi Cow Ghee 500ml,Surabhi Healthy Life,1 btl,GHEE,Ghee,12,1,1,852.88,955.22,960,955.22,896
White Gingelly Seeds 500g,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,123.19,129.35,130,129.35,103.95
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,2,1,742.69,779.82,410,389.91,305
Castrol Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,831,663,55400,58170,70,70,52.5
Nuvvulu Laddu 200g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,63.49,66.67,80,66.67,55.65
Surabhi Cow Ghee 250ml,Surabhi Healthy Life,1 btl,Custom,Custom,12,18,20,7714.29,8640,480,480,400
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,248,180,92114.29,96720,390,390,288.75
Jaggery 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,3,1,325.67,325.67,110,108.56,85
Absolute Buffalo Ghee 190ml ,Absolute Ghee,1 kg,Miscellaneous,Miscellaneous,12,1,1,233.5,261.52,265,261.52,212.25
Black Gingelly Seeds 500g,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,84.59,88.82,90,88.82,72
Mango Powder - 100g ,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,5,1,1,56.39,59.21,60,59.21,42
Groundnuts 500g,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,103.39,108.56,110,108.56,88
Castor Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,1,1,65.79,69.08,70,69.08,52.5
Single Polished Rice 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,4,1,338.36,355.28,90,88.82,75
Groundnut Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,197.38,207.25,210,207.25,158
Red Rice Poha 250g,Prakruthivanam,1 pkt,Poha,Red Poha,0,1,1,29.61,29.61,30,29.61,23
Big Ladles,The Kind Earth,1 mtr,Household Supplies,Kitchen Essentials,5,7,4,333.33,350,65,50,42
Go Desi Kaccha Aam 5rs,GO DESI,1 box,Miscellaneous,Miscellaneous,5,6,1,27.21,28.57,5,4.76,4
